"Line","Speaker","Text","Date"
174,"Clinton","Well...","10/19/2016"
175,"Wallace","Secretary Clinton?","10/19/2016"
176,"Clinton","At the last debate, we heard Donald talking about what he did to women. And after that, a number of women have come forward saying that's exactly what he did to them. Now, what was his response? Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted. ","10/19/2016"
177,"Trump","I did not say that. I did not say that.","10/19/2016"
178,"Clinton","In fact, he went on to say... ","10/19/2016"
179,"Wallace","Her two minutes -- sir, her two minutes. Her two minutes. ","10/19/2016"
180,"Trump","I did not say that.","10/19/2016"
181,"Wallace","It's her two minutes.","10/19/2016"
182,"Clinton","He went on to say, ""Look at her. I don't think so."" About another woman, he said, ""That wouldn't be my first choice."" He attacked the woman reporter writing the story, called her ""disgusting,"" as he has called a number of women during this campaign. Donald thinks belittling women makes him bigger. He goes after their dignity, their self-worth, and I don't think there is a woman anywhere who doesn't know what that feels like. So we now know what Donald thinks and what he says and how he acts toward women. That's who Donald is. I think it's really up to all of us to demonstrate who we are and who our country is, and to stand up and be very clear about what we expect from our next president, how we want to bring our country together, where we don't want to have the kind of pitting of people one against the other, where instead we celebrate our diversity, we lift people up, and we make our country even greater. America is great, because America is good. And it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren. ","10/19/2016"
183,"Wallace","Mr. Trump...","10/19/2016"
184,"Trump","Nobody has more respect for women than I do. Nobody.","10/19/2016"
185,"Audience","(LAUGHTER)","10/19/2016"
186,"Trump","Nobody has more respect...","10/19/2016"
187,"Wallace","Please, everybody. ","10/19/2016"
188,"Trump","And frankly, those stories have been largely debunked. And I really want to just talk about something slightly different. She mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign. But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress. What happened to the FBI, I don't know. We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI. One lie. She's lied hundreds of times to the people, to Congress, and to the FBI. He's going to probably go to jail. This is a four-star general. And she gets away with it, and she can run for the presidency of the United States? That's really what you should be talking about, not fiction, where somebody wants fame or where they come out of her crooked campaign. ","10/19/2016"
189,"Wallace","Secretary Clinton?","10/19/2016"
190,"Clinton","Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility. And it's not just about women. He never apologizes or says he's sorry for anything. So we know what he has said and what he's done to women. But he also went after a disabled reporter, mocked and mimicked him on national television. ","10/19/2016"
191,"Trump","Wrong.","10/19/2016"
192,"Clinton","He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion. He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured."" He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican. So it's not one thing. This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies. That is not who America is. And I hope that as we move in the last weeks of this campaign, more and more people will understand what's at stake in this election. It really does come down to what kind of country we are going to have. ","10/19/2016"
193,"Trump","So sad when she talks about violence at my rallies, and she caused the violence. It's on tape. ","10/19/2016"
194,"Wallace","During the last...","10/19/2016"
195,"Trump","The other things are false, but honestly, I'd love to talk about getting rid of ISIS, and I'd love to talk about other things... ","10/19/2016"
196,"Wallace","OK.","10/19/2016"
197,"Trump","... but those other charges, as she knows, are false. ","10/19/2016"
198,"Wallace","In this bucket about fitness to be president, there's been a lot of developments over the last 10 days since the last debate. I'd like to ask you about them. These are questions that the American people have. Secretary Clinton, during your 2009 Senate confirmation hearing, you promised to avoid even the appearance of a conflict of interest with your dealing with the Clinton Foundation while you were secretary of state, but e-mails show that donors got special access to you. Those seeking grants for Haiti relief were considered separately from non-donors, and some of those donors got contracts, government contracts, taxpayer money. Can you really say that you kept your pledge to that Senate committee? And why isn't what happened and what went on between you and the Clinton Foundation, why isn't it what Mr. Trump calls pay to play? ","10/19/2016"
199,"Clinton","Well, everything I did as secretary of state was in furtherance of our country's interests and our values. The State Department has said that. I think that's been proven. But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does. You know, I could talk for the rest of the debate -- I know I don't have the time to do that. But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIV-AIDS to afford treatment, and that's about half all the people in the world who are getting treatment. In partnership with the American Health Association... ","10/19/2016"
200,"Wallace","Secretary Clinton...","10/19/2016"
201,"Clinton","... we have made environments in schools healthier for kids, including healthier lunches... ","10/19/2016"
202,"Wallace","Secretary Clinton, respectfully, this is -- this is an open discussion. ","10/19/2016"
203,"Clinton","Well, it is an open discussion. And you... ","10/19/2016"
204,"Wallace","And the specific question went to pay for play. Do you want to talk about that?","10/19/2016"
205,"Clinton","Well, but there is no -- but there is no evidence -- but there is�","10/19/2016"
206,"CANDIDATES","(CROSSTALK)","10/19/2016"
207,"Trump","I think that it's been very well...","10/19/2016"
208,"Wallace","Let's ask Mr. Trump.","10/19/2016"
209,"Clinton","There is a lot of evidence about the very good work...","10/19/2016"
210,"Trump","It's been very well studied.","10/19/2016"
211,"Clinton","... and the high rankings�","10/19/2016"
212,"CANDIDATES","(CROSSTALK)","10/19/2016"
213,"Wallace","Please let me Mr. Trump speak.","10/19/2016"
214,"Trump","... and it's a criminal enterprise, and so many people know it. ","10/19/2016"
215,"Wallace","Please let Mr. Trump speak.","10/19/2016"
216,"CANDIDATES","(CROSSTALK)","10/19/2016"
217,"Trump","It's a criminal enterprise. Saudi Arabia giving $25 million, Qatar, all of these countries. You talk about women and women's rights? So these are people that push gays off business -- off buildings. These are people that kill women and treat women horribly. And yet you take their money. So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly? Why don't you give back the money? I think it would be a great gesture. Because she takes a tremendous amount of money. And you take a look at the people of Haiti. I was at a little Haiti the other day in Florida. And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace. And you know it, and they know it, and everybody knows it. ","10/19/2016"
218,"Wallace","Secretary Clinton?","10/19/2016"
219,"Clinton","Well, very quickly, we at the Clinton Foundation spend 90 percent -- 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country. I'm very proud of that. We have the highest rating from the watchdogs that follow foundations. And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald. I mean, who does that? It just was astonishing. But when it comes to Haiti, Haiti is the poorest country in our hemisphere. The earthquake and the hurricanes, it has devastated Haiti. Bill and I have been involved in trying to help Haiti for many years. The Clinton Foundation raised $30 million to help Haiti after the catastrophic earthquake and all of the terrible problems the people there had. We have done things to help small businesses, agriculture, and so much else. And we're going to keep working to help Haiti... ","10/19/2016"
220,"Wallace","All right.","10/19/2016"
221,"Clinton","... because it's an important part of the American experience.","10/19/2016"
222,"Trump","They don't want you to help them anymore.","10/19/2016"
223,"CANDIDATES","(CROSSTALK)","10/19/2016"
224,"Trump","I'd like to mention one thing. Trump Foundation, small foundation. People contribute, I contribute. The money goes 100 percent -- 100 percent goes to different charities, including a lot of military. I don't get anything. I don't buy boats. I don't buy planes. What happens -- the money goes to them. ","10/19/2016"
225,"Wallace","Wasn't some of the money used to settle your lawsuits, sir? ","10/19/2016"
226,"Trump","No, it was -- we put up the American flag. And that's it. They put up the American flag. We fought for the right in Palm Beach to put up the American flag. ","10/19/2016"
227,"Wallace","Right. But there was a penalty that was imposed by Palm Beach County, and the money came from your foundation... ","10/19/2016"
228,"Trump","There was. There was. And, by the way... ","10/19/2016"
229,"Wallace","... instead of Mar-a-Lago or yourself, sir. ","10/19/2016"
230,"Trump","... the money -- the money went to Fisher House, where they build houses -- the money that you're talking about went to Fisher House, where they build houses for veterans and disabled vets. ","10/19/2016"
231,"Wallace","I want to get into one...","10/19/2016"
232,"Clinton","But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns. He is the first candidate ever to run for president in the last 40-plus years who has not released his tax returns, so everything he says about charity or anything else, we can't prove it. You can look at our tax returns. We've got them all out there. But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax. And we were talking about immigrants a few minutes ago, Chris. You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax. So we have undocumented immigrants in America who are paying more federal income tax than a billionaire. I find that just astonishing. ","10/19/2016"
233,"Wallace","I want...","10/19/2016"
234,"Trump","So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it. And all of her donors -- just about all of them -- I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars... ","10/19/2016"
235,"Wallace","We...","10/19/2016"
236,"Trump","Let me just explain.","10/19/2016"
237,"Wallace","But, no, we heard this... ","10/19/2016"
238,"Trump","Most of her donors have done the same thing as I do.","10/19/2016"
239,"Wallace","Mr. Trump, we -- OK. ","10/19/2016"
240,"Trump","You know what she should have done?","10/19/2016"
241,"Wallace","Folks, we heard this... ","10/19/2016"
242,"Trump","And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator... ","10/19/2016"
243,"Wallace","Folks, we heard this... ","10/19/2016"
244,"Trump","... because your donors and your special interests are doing the same thing as I do, except even more so. ","10/19/2016"
245,"Clinton","Well, you know... ","10/19/2016"
246,"Trump","You should have changed the law. But you won't change the law, because you take in so much money. I mean, I sat in my apartment today on a very beautiful hotel down the street known as Trump... ","10/19/2016"
247,"Clinton","Made with Chinese steel.","10/19/2016"
248,"Trump","But I will tell you, I sat there�","10/19/2016"
249,"Audience","(LAUGHTER)","10/19/2016"
250,"Trump","... I sat there watching ad after ad after ad, false ad. All paid for by your friends on Wall Street that gave so much money because they know you're going to protect them. And, frankly, you should have changed the laws. ","10/19/2016"
251,"Wallace","Mr. Trump...","10/19/2016"
252,"Trump","If you don't like what I did, you should have changed the laws. ","10/19/2016"
253,"Wallace","Mr. Trump, I want to ask you about one last question in this topic. You have been warning at rallies recently that this election is rigged and that Hillary Clinton is in the process of trying to steal it from you. Your running mate, Governor Pence, pledged on Sunday that he and you -- his words -- ""will absolutely accept the result of this election."" Today your daughter, Ivanka, said the same thing. I want to ask you here on the stage tonight: Do you make the same commitment that you will absolutely -- sir, that you will absolutely accept the result of this election? ","10/19/2016"
254,"Trump","I will look at it at the time. I'm not looking at anything now. I'll look at it at the time. What I've seen -- what I've seen is so bad. First of all, the media is so dishonest and so corrupt, and the pile-on is so amazing. The New York Times actually wrote an article about it, but they don't even care. It's so dishonest. And they've poisoned the mind of the voters. But unfortunately for them, I think the voters are seeing through it. I think they're going to see through it. We'll find out on November 8th. But I think they're going to see through it. ","10/19/2016"
255,"Wallace","But, sir, there's... ","10/19/2016"
256,"Trump","If you look -- excuse me, Chris -- if you look at your voter rolls, you will see millions of people that are registered to vote -- millions, this isn't coming from me -- this is coming from Pew Report and other places -- millions of people that are registered to vote that shouldn't be registered to vote. So let me just give you one other thing. So I talk about the corrupt media. I talk about the millions of people -- tell you one other thing. She shouldn't be allowed to run. It's crooked -- she's -- she's guilty of a very, very serious crime. She should not be allowed to run. And just in that respect, I say it's rigged, because she should never... ","10/19/2016"
257,"Wallace","But...","10/19/2016"
258,"Trump","Chris, she should never have been allowed to run for the presidency based on what she did with e-mails and so many other things. ","10/19/2016"
259,"Wallace","But, sir, there is a tradition in this country -- in fact, one of the prides of this country -- is the peaceful transition of power and that no matter how hard-fought a campaign is, that at the end of the campaign that the loser concedes to the winner. Not saying that you're necessarily going to be the loser or the winner, but that the loser concedes to the winner and that the country comes together in part for the good of the country. Are you saying you're not prepared now to commit to that principle? ","10/19/2016"
260,"Trump","What I'm saying is that I will tell you at the time. I'll keep you in suspense. OK?","10/19/2016"
261,"Clinton","Well, Chris, let me respond to that, because that's horrifying. You know, every time Donald thinks things are not going in his direction, he claims whatever it is, is rigged against him. The FBI conducted a year-long investigation into my e-mails. They concluded there was no case; he said the FBI was rigged. He lost the Iowa caucus. He lost the Wisconsin primary. He said the Republican primary was rigged against him. Then Trump University gets sued for fraud and racketeering; he claims the court system and the federal judge is rigged against him. There was even a time when he didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged against him. ","10/19/2016"
262,"Trump","Should have gotten it.","10/19/2016"
263,"Audience","(LAUGHTER)","10/19/2016"
264,"Clinton","This is -- this is a mindset. This is how Donald thinks. And it's funny, but it's also really troubling. ","10/19/2016"
265,"Wallace","OK.","10/19/2016"
266,"Clinton","So that is not the way our democracy works. We've been around for 240 years. We've had free and fair elections. We've accepted the outcomes when we may not have liked them. And that is what must be expected of anyone standing on a debate stage during a general election. You know, President Obama said the other day when you're whining before the game is even finished...","10/19/2016"
267,"Audience","(APPLAUSE)","10/19/2016"
268,"Wallace","Hold on. Hold on, folks. Hold on, folks. ","10/19/2016"
269,"Clinton","... it just shows you're not up to doing the job. And let's -- you know, let's be clear about what he is saying and what that means. He is denigrating -- he's talking down our democracy. And I, for one, am appalled that somebody who is the nominee of one of our two major parties would take that kind of position. ","10/19/2016"
270,"Trump","I think what the FBI did and what the Department of Justice did, including meeting with her husband, the attorney general, in the back of an airplane on the tarmac in Arizona, I think it's disgraceful. I think it's a disgrace. ","10/19/2016"
271,"Wallace","All right.","10/19/2016"
272,"Trump","I think we've never had a situation so bad in this country.","10/19/2016"
273,"Audience","(APPLAUSE)","10/19/2016"
274,"Wallace","Hold on, folks. This doesn't do any good for anyone. Let's please continue the debate, and let's move on to the subject of foreign hot spots. The Iraqi offensive to take back Mosul has begun. If they are successful in pushing ISIS out of that city and out of all of Iraq, the question then becomes, what happens the day after? And that's something that whichever of you ends up -- whoever of you ends up as president is going to have to confront. Will you put U.S. troops into that vacuum to make sure that ISIS doesn't come back or isn't replaced by something even worse? Secretary Clinton, you go first in this segment. You have two minutes. ","10/19/2016"
275,"Clinton","Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground. But I will not support putting American soldiers into Iraq as an occupying force. I don't think that is in our interest, and I don't think that would be smart to do. In fact, Chris, I think that would be a big red flag waving for ISIS to reconstitute itself. The goal here is to take back Mosul. It's going to be a hard fight. I've got no illusions about that. And then continue to press into Syria to begin to take back and move on Raqqa, which is the ISIS headquarters. I am hopeful that the hard work that American military advisers have done will pay off and that we will see a real -- a really successful military operation. But we know we've got lots of work to do. Syria will remain a hotbed of terrorism as long as the civil war, aided and abetted by the Iranians and the Russians, continue. So I have said, look, we need to keep our eye on ISIS. That's why I want to have an intelligence surge that protects us here at home, why we have to go after them from the air, on the ground, online, why we have to make sure here at home we don't let terrorists buy weapons. If you're too dangerous to fly, you're too dangerous to buy a gun. And I'm going to continue to push for a no-fly zone and safe havens within Syria not only to help protect the Syrians and prevent the constant outflow of refugees, but to, frankly, gain some leverage on both the Syrian government and the Russians so that perhaps we can have the kind of serious negotiation necessary to bring the conflict to an end and go forward on a political track. ","10/19/2016"
276,"Wallace","Mr. Trump, same question. If we are able to push ISIS out of Mosul and out of Iraq, will -- would you be willing to put U.S. troops in there to prevent their return or something else? ","10/19/2016"
277,"Trump","Let me tell you, Mosul is so sad. We had Mosul. But when she left, when she took everybody out, we lost Mosul. Now we're fighting again to get Mosul. The problem with Mosul and what they wanted to do is they wanted to get the leaders of ISIS who they felt were in Mosul. About three months ago, I started reading that they want to get the leaders and they're going to attack Mosul. Whatever happened to the element of surprise, OK? We announce we're going after Mosul. I have been reading about going after Mosul now for about -- how long is it, Hillary, three months? These people have all left. They've all left. The element of surprise. Douglas MacArthur, George Patton spinning in their graves when they see the stupidity of our country. So we're now fighting for Mosul, that we had. All she had to do was stay there, and now we're going in to get it. But you know who the big winner in Mosul is going to be after we eventually get it? And the only reason they did it is because she's running for the office of president and they want to look tough. They want to look good. He violated the red line in the sand, and he made so many mistakes, made all the mistakes. That's why we have the great migration. But she wanted to look good for the election. So they're going in. But who's going to get Mosul, really? We'll take Mosul eventually. But the way -- if you look at what's happening, much tougher than they thought. Much, much tougher. Much more dangerous. Going to be more deaths that they thought. But the leaders that we wanted to get are all gone because they're smart. They say, what do we need this for? So Mosul is going to be a wonderful thing. And Iran should write us a letter of thank you, just like the really stupid -- the stupidest deal of all time, a deal that's going to give Iran absolutely nuclear weapons. Iran should write us yet another letter saying thank you very much, because Iran, as I said many years ago, Iran is taking over Iraq, something they've wanted to do forever, but we've made it so easy for them. So we're now going to take Mosul. And do you know who's going to be the beneficiary? Iran. Oh, yeah, they're making -- I mean, they are outsmarting -- look, you're not there, you might be involved in that decision. But you were there when you took everybody out of Mosul and out of Iraq. You shouldn't have been in Iraq, but you did vote for it. You shouldn't have been in Iraq, but once you were in Iraq, you should have never left the way. ","10/19/2016"
278,"Wallace","Sir, your two minutes are up. ","10/19/2016"
279,"Trump","The point is, the big winner is going to be Iran. ","10/19/2016"
280,"Clinton","Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq. I said it was a mistake. I've said that years ago. He has consistently denied what is... ","10/19/2016"
281,"Trump","Wrong.","10/19/2016"
282,"Clinton","... a very clear fact that...","10/19/2016"
283,"Trump","Wrong.","10/19/2016"
284,"Clinton","... before the invasion, he supported it. And, you know, I just want everybody to go Google it. Google ""Donald Trump Iraq."" And you will see the dozens of sources which verify that he was for the invasion of Iraq. ","10/19/2016"
285,"Trump","Wrong.","10/19/2016"
286,"Clinton","And you can actually hear the audio of him saying that. Now, why does that matter? Well, it matters because he has not told the truth about that position. I guess he believes it makes him look better now to contrast with me because I did vote for it. But what's really important here is to understand all the interplay. Mosul is a Sunni city. Mosul is on the border of Syria. And, yes, we do need to go after Baghdadi, and -- just like we went after bin Laden, while you were doing ""Celebrity Apprentice,"" and we brought him to justice. We need to go after the leadership. But we need to get rid of them, get rid of their fighters. There are an estimated several thousand fighters in Mosul. They've been digging underground. They've been prepared to defend. It's going to be tough fighting. But I think we can take back Mosul, and then we can move on into Syria and take back Raqqa. This is what we have to do. I'm just amazed that he seems to think that the Iraqi government and our allies and everybody else launched the attack on Mosul to help me in this election, but that's how Donald thinks. You know, he always is looking for some conspiracy. ","10/19/2016"
287,"Trump","Chris, we don't gain anything. ","10/19/2016"
288,"Clinton","He has all the conspiracy theories�","10/19/2016"
289,"CANDIDATES","(CROSSTALK)","10/19/2016"
290,"Trump","Iran is taking over Iraq.","10/19/2016"
291,"Wallace","Secretary Clinton, it's�","10/19/2016"
292,"CANDIDATES","(CROSSTALK)","10/19/2016"
293,"Trump","Iran is taking over Iraq. We don't gain anything.","10/19/2016"
294,"Clinton","This conspiracy theory, which he's been spewing out for quite some time. ","10/19/2016"
295,"Trump","If they did it by surprise�","10/19/2016"
296,"CANDIDATES","(CROSSTALK)","10/19/2016"
297,"Wallace","Wait, wait, wait, Secretary Clinton, it's an open discussion. ","10/19/2016"
298,"Clinton","He says�","10/19/2016"
299,"CANDIDATES","(CROSSTALK)","10/19/2016"
300,"Trump","We could have gained if they did it by surprise.","10/19/2016"
301,"Wallace","Secretary, please let Mr. Trump speak. ","10/19/2016"
302,"Clinton","... unfit, and he proves it every time he talks. ","10/19/2016"
303,"Trump","No, you are the one that's unfit. You know, WikiLeaks just actually came out -- John Podesta said some horrible things about you, and, boy, was he right. He said some beauties. And you know, Bernie Sanders, he said you have bad judgment. You do. And if you think that going into Mosul after we let the world know we're going in, and all of the people that we really wanted -- the leaders -- they're all gone. If you think that was good, then you do. Now, John Podesta said you have terrible instincts. Bernie Sanders said you have bad judgment. I agree with both. ","10/19/2016"
304,"Clinton","Well, you should ask Bernie Sanders who he's supporting for president. And he has said... ","10/19/2016"
305,"Trump","Which is a big mistake.","10/19/2016"
306,"Clinton","... as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America. I think he's right. ","10/19/2016"
307,"Wallace","Let's turn to Aleppo. Mr. Trump, in the last debate, you were both asked about the situation in the Syrian city of Aleppo. And I want to follow up on that, because you said several things in that debate which were not true, sir. You said that Aleppo has basically fallen. In fact, there -- in fact, there are... ","10/19/2016"
308,"Trump","It's a catastrophe. I mean...","10/19/2016"
309,"Wallace","It's a catastrophe, but there... ","10/19/2016"
310,"Trump","... it's a mess.","10/19/2016"
311,"Wallace","There are a quarter of...","10/19/2016"
312,"Trump","Have you seen it? Have you seen it?","10/19/2016"
313,"Wallace","Sir...","10/19/2016"
314,"Trump","Have you seen what's happening to Aleppo?","10/19/2016"
315,"Wallace","Sir, if I may finish my question... ","10/19/2016"
316,"Trump","OK, so it hasn't fallen. Take a look at it. ","10/19/2016"
317,"Wallace","Well, there are a quarter of a million people still living there and being slaughtered. ","10/19/2016"
318,"Trump","That's right. And they are being slaughtered...","10/19/2016"
319,"Wallace","Yes.","10/19/2016"
320,"Trump","... because of bad decisions.","10/19/2016"
321,"Wallace","If I may just finish here, and you also said that -- that Syria and Russia are busy fighting ISIS. In fact, they have been the ones who've been bombing and shelling eastern Aleppo, and they just announced a humanitarian pause, in effect, admitting that they have been bombing and shelling Aleppo. Would you like to clear that up, sir? ","10/19/2016"
322,"Trump","Well, Aleppo is a disaster. It's a humanitarian nightmare. But it has fallen from the -- from any standpoint. I mean, what do you need, a signed document? Take a look at Aleppo. It is so sad when you see what's happened. And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's -- he's just much tougher and much smarter than her and Obama. And everyone thought he was gone two years ago, three years ago. He -- he aligned with Russia. He now also aligned with Iran, who we made very powerful. We gave them $150 billion back. We give them $1.7 billion in cash. I mean, cash. Bundles of cash as big as this stage. We gave them $1.7 billion. Now they have -- he has aligned with Russia and with Iran. They don't want ISIS, but they have other things, because we're backing -- we're backing rebels. We don't know who the rebels are. We're giving them lots of money, lots of everything. We don't know who the rebels are. And when and if -- and it's not going to happen, because you have Russia and you have Iran now. But if they ever did overthrow Assad, you might end up with -- as bad as Assad is, and he's a bad guy, but you may very well end up with worse than Assad. If she did nothing, we'd be in much better shape. And this is what's caused the great migration, where she's taking in tens of thousands of Syrian refugees, who probably in many cases -- not probably, who are definitely... ","10/19/2016"
323,"Wallace","Let me...","10/19/2016"
324,"Trump","... in many cases, ISIS-aligned, and we now have them in our country, and wait until you see -- this is going to be the great Trojan horse. And wait until you see what happens in the coming years. Lots of luck, Hillary. Thanks a lot for doing a great job. ","10/19/2016"
325,"Wallace","Secretary Clinton, you have talked about -- and in the last debate and again today -- that you would impose a no-fly zone to try to protect the people of Aleppo and to stop the killing there. President Obama has refused to do that because he fears it's going to draw us closer or deeper into the conflict. And General Joseph Dunford, the chairman of the Joint Chiefs of Staff, says you impose a no-fly zone, chances are you're going to get into a war -- his words -- with Syria and Russia. So the question I have is, if you impose a no-fly zone -- first of all, how do you respond to their concerns? Secondly, if you impose a no-fly zone and a Russian plane violates that, does President Clinton shoot that plane down? ","10/19/2016"
326,"Clinton","Well, Chris, first of all, I think a no-fly zone could save lives and could hasten the end of the conflict. I'm well aware of the really legitimate concerns that you have expressed from both the president and the general. This would not be done just on the first day. This would take a lot of negotiation. And it would also take making it clear to the Russians and the Syrians that our purpose here was to provide safe zones on the ground. We've had millions of people leave Syria and those millions of people inside Syria who have been dislocated. So I think we could strike a deal and make it very clear to the Russians and the Syrians that this was something that we believe was in the best interests of the people on the ground in Syria, it would help us with our fight against ISIS. But I want to respond to what Donald said about refugees. He's made these claims repeatedly. I am not going to let anyone into this country who is not vetted, who we do not have confidence in. But I am not going to slam the door on women and children. That picture of that little 4-year-old boy in Aleppo, with the blood coming down his face while he sat in an ambulance, is haunting. And so we are going to do very careful, thorough vetting. That does not solve our internal challenges with ISIS and our need to stop radicalization, to work with American Muslim communities who are on the front lines to identify and prevent attacks. In fact, the killer of the dozens of people at the nightclub in Orlando, the Pulse nightclub, was born in Queens, the same place Donald was born. So let's be clear about what the threat is and how we are best going to be able to meet it. And, yes, some of that threat emanates from over in Syria and Iraq, and we've got to keep fighting, and I will defeat ISIS, and some of it is we have to up our game and be much smarter here at home. ","10/19/2016"
327,"Wallace","Folks, I want to get into our final segment. ","10/19/2016"
328,"Trump","But I just have to...","10/19/2016"
329,"Wallace","Real quick.","10/19/2016"
330,"Trump","It's so ridiculous what she -- she will defeat ISIS. We should have never let ISIS happen in the first place. And right now, they're in 32 countries. ","10/19/2016"
331,"Wallace","OK.","10/19/2016"
332,"Trump","We should have -- wait one second. They had a cease-fire three weeks ago. A cease-fire, the United States, Russia, and Syria. And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore. We are so outplayed on missiles, on cease-fires. They are outplayed. Now, she wasn't there. I assume she had nothing to do with it. But our country is so outplayed by Putin and Assad, and by the way -- and by Iran. Nobody can believe how stupid our leadership is. ","10/19/2016"
333,"Wallace","Mr. Trump, Secretary Clinton -- no, we need to move on to our final segment, and that is the national debt, which has not been discussed until tonight. Our national debt, as a share of the economy, our GDP, is now 77 percent. That's the highest since just after World War II. But the nonpartisan Committee for a Responsible Federal Budget says, Secretary Clinton, under your plan, debt would rise to 86 percent of GDP over the next 10 years. Mr. Trump, under your plan, they say it would rise to 105 percent of GDP over the next 10 years. The question is, why are both of you ignoring this problem? Mr. Trump, you go first. ","10/19/2016"
334,"Trump","Well, I say they're wrong, because I'm going to create tremendous jobs. And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero. But we're bringing it from 1 percent up to 4 percent. And I actually think we can go higher than 4 percent. I think you can go to 5 percent or 6 percent. And if we do, you don't have to bother asking your question, because we have a tremendous machine. We will have created a tremendous economic machine once again. To do that, we're taking back jobs. We're not going to let our companies be raided by other countries where we lose all our jobs, we don't make our product anymore. It's very sad. But I'm going to create a -- the kind of a country that we were from the standpoint of industry. We used to be there. We've given it up. We've become very, very sloppy. We've had people that are political hacks making the biggest deals in the world, bigger than companies. You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say. But we don't use those people. Those are the people -- these are the greatest negotiators in the world. We have the greatest businesspeople in the world. We have to use them to negotiate our trade deals. We use political hacks. We use people that get the position because they gave -- they made a campaign contribution and they're dealing with China and people that are very much smarter than they are. So we have to use our great people. But that being said, we will create an economic machine the likes of which we haven't seen in many decades. And people, Chris, will again go back to work and they'll make a lot of money. And we'll have companies that will grow and expand and start from new. ","10/19/2016"
335,"Wallace","Secretary Clinton?","10/19/2016"
336,"Clinton","Well, first, when I hear Donald talk like that and know that his slogan is ""Make America Great Again,"" I wonder when he thought America was great. And before he rushes and says, ""You know, before you and President Obama were there,"" I think it's important to recognize that he has been criticizing our government for decades. You know, back in 1987, he took out a $100,000 ad in the New York Times, during the time when President Reagan was president, and basically said exactly what he just said now, that we were the laughingstock of the world. He was criticizing President Reagan. This is the way Donald thinks about himself, puts himself into, you know, the middle and says, ""You know, I alone can fix it,"" as he said on the convention stage. But if you look at the debt, which is the issue you asked about, Chris, I pay for everything I'm proposing. I do not add a penny to the national debt. I take that very seriously, because I do think it's one of the issues we've got to come to grips with. So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is. We are going to ask the wealthy and corporations to pay their fair share. And there is no evidence whatsoever that that will slow down or diminish our growth. In fact, I think just the opposite. We'll have what economists call middle-out growth. We've got to get back to rebuilding the middle class, the families of America. That's where growth will come from. That's why I want to invest in you. I want to invest in your family. And I think that's the smartest way to grow the economy, to make the economy fairer. And we just have a big disagreement about this. It may be because of our experiences. You know, he started off with his dad as a millionaire... ","10/19/2016"
337,"Trump","Yeah, yeah, we've heard -- we've heard this before, Hillary. ","10/19/2016"
338,"Clinton","I started off with -- my dad was a small-business man.","10/19/2016"
339,"Trump","We've heard this before.","10/19/2016"
